Title     : Klaviyo's $9.5B Revolution in eCommerce Marketing:  A Deep Dive with CEO Andrew Bialecki
Video ID  : zwzV0muXB64
[41:06.88]  encourage competition the better
[41:08.96]  yeah and uh certainly when you get to
[41:10.40]  co-optician it's great because you know
[41:11.68]  people will do things you'll learn from
[41:13.20]  them
[41:13.68]  you know kind of some you know some cool
[41:15.20]  user experience or some way to do
[41:16.48]  something that's
[41:17.20]  kind of helps us leap forward i mean
[41:19.12]  we've seen that with clavio where you
[41:20.80]  know in the early days there was a lot
[41:22.00]  we you know kind of borrowed from others
[41:23.76]  right
[41:24.24]  stole that we thought were great ideas
[41:25.84]  and we don't get upset when people
[41:27.52]  see you know ideas or paradigms we've
[41:28.96]  introduced they want to use them we
[41:30.32]  think that's awesome right that's that's
[41:31.60]  all
[41:32.00]  we're excited when people kind of enter
[41:33.36]  and want to kind of help level us up too
[41:35.36]  and how many employees do you have today
[41:37.84]  gosh i think we're up 600.
[41:39.28]  maybe yeah maybe 600 700 it's it's a
[41:42.00]  little weird working remote right
[41:43.20]  because you uh
[41:44.24]  i get to meet everybody you know over
[41:46.24]  zoom and it's uh you know that's kind of
[41:47.76]  fun
[41:48.00]  but when you're like we used to do these
[41:49.76]  big all hands every friday and so you
[41:51.44]  kind of got a sense for how big we were
[41:52.96]  at least you know at least
[41:53.76]  in our main office in boston um but now
[41:56.08]  it's yeah it's a little tough you just
[41:57.12]  get the like little uh you know you get
[41:58.40]  the little zoom ticker right of how many
[41:59.76]  people are in a you know in
[42:01.60]  in a room yeah the funny thing is i
[42:03.52]  didn't and i want to talk about your
[42:05.12]  platform next before we run out of time
[42:06.56]  but
[42:07.20]  people forget as you're growing
[42:08.48]  competition is great i think it's a
[42:09.84]  winner it makes you better right it
[42:11.04]  makes you more open
[42:12.00]  and then we forget a moment you'll have
[42:13.20]  a thousand employees soon enough right
[42:15.20]  no one will have a thousand employees no
[42:18.00]  partner
[42:18.48]  yet working on your problem right this
[42:20.56]  is what you start it's fascinating like
[42:22.24]  you you have this scale and
[42:24.00]  and no one can catch you right the
[42:25.28]  amount the amount of man-hours and
[42:26.64]  engineering hours you're looking to
[42:27.84]  solving this problem
[42:29.20]  by the end of this year no one on like
[42:30.72]  there are other folks in the broadcaster
[42:32.08]  but no one will be spending as many
[42:34.00]  smart hours as you are solving your
[42:35.76]  customer problems and that that becomes
[42:37.68]  that lasts for decades right that lasts
[42:39.52]  for decades and it's
[42:40.56]  we forget you you're still a startup in
[42:42.40]  some ways but in your segment
[42:44.56]  you may have more people working on you
[42:46.24]  a distinct set of problems anyone on
[42:47.68]  planet earth even today
[42:48.80]  right yeah i think the challenge i mean
[42:51.60]  culturally is
[42:52.64]  especially as you grow is how do you
[42:54.72]  make sure every
[42:56.64]  person you know every plagio for us
[42:58.48]  every team feels like a startup
[43:00.80]  within this like constellation of that
[43:02.80]  is this larger company i mean everybody
[43:04.40]  talks about that
[43:05.52]  it's and i think there's a lot of
[43:06.72]  companies have done a great job of
[43:08.24]  really like
[43:08.96]  so what are the organizational
[43:10.00]  structures that allow you to do that we
[43:11.76]  really think about that way
[43:12.56]  if you you know in some sense if it
[43:14.40]  feels like we've kind of won or we've
[43:16.32]  you know we've
[43:17.04]  solved the problem that's not very
[43:18.88]  interesting we're all going to get bored
[43:20.16]  and you know uh like
[43:21.52]  i would just quit let's go work on
[43:22.56]  something different so what makes it fun
[43:24.32]  is when you feel like you're on a you
[43:26.00]  know a really small team and for us it's
[43:27.44]  really small i mean we try to keep teams
[43:28.80]  like
[43:29.12]  you know two three four five people and
[43:31.44]  you you're like you're just this david
[43:32.88]  versus goliath like you're trying to
[43:34.16]  solve this massive problem that
[43:36.08]  there's whole companies out there that
[43:37.36]  are trying to solve and it's your job to
[43:39.20]  be creative
[43:40.00]  and you know figure out how to embrace
[43:41.44]  those constraints and the cool part is
[43:43.20]  you're working in this constellation of
[43:44.48]  all these other teams that are doing
[43:45.44]  other bits and we know that when you
[43:46.64]  combine them all together it's better
[43:48.56]  like that's i think what makes things
[43:50.16]  fun uh yes so we
[43:51.68]  yeah we you know we try to keep it that
[43:53.28]  way i mean certainly like yes there's
[43:54.64]  it's true like we're focusing more than
[43:55.92]  others but
[43:56.96]  the more that just feels small feels
[43:58.40]  tight it feels a little impossible like
[44:00.08]  that's a fun way to work
[44:01.36]  all right just two one things i want to
[44:02.56]  hit before we run out of time but let's
[44:03.76]  just briefly
[44:04.80]  or not talk about you as a platform so
[44:07.12]  now it's flipping around right are
[44:09.12]  are there a few partners that are making
[44:11.28]  millions and millions of dollars off you
[44:13.44]  right and how are you nurturing your own
[44:15.36]  ecosystem are you there yet do you have
[44:16.80]  a big team what are you thinking about
[44:18.00]  to nurture your ecosystem
[44:19.52]  okay it's a great question so we are i
[44:20.96]  mean so we are this is a big focus for
[44:23.04]  us this year so
[44:24.00]  yeah uh you know well i i wish i had the
[44:26.40]  exact names and numbers i i know there
[44:28.24]  are companies that and none of this is
[44:29.68]  you know are doing like these are great
[44:31.36]  engineers developers
[44:32.64]  you know product folks doing themselves
[44:34.08]  that yeah certainly have built you know
[44:35.92]  uh companies and applications around
[44:37.52]  clavio that are uh that have you know
[44:39.12]  hundreds of thousands of customers
[44:40.80]  that are doing really well um one of the
[44:42.64]  things i think honestly we've not done a
[44:44.08]  great job is
[44:45.36]  being there for those you know those
[44:47.12]  those companies really those uh those
[44:49.12]  entrepreneurs as they're growing up and
[44:50.40]  building um
[44:51.28]  you know whether it's specific to clavio
[44:53.36]  or just like adjacent to us
[44:55.28]  yeah so we're really putting a lot into
[44:57.44]  that this year
[44:58.64]  and uh yeah i mean at the end of the day
[45:00.48]  we think about clavio
[45:01.68]  if done right we should be provided i
[45:03.84]  mean go back to day one
[45:05.04]  we should be providing this database
[45:06.96]  that makes it like really easy i mean we
[45:08.56]  think that's like a brain for your
[45:09.68]  business it just allows you to
[45:11.20]  treat people the way you want to treat
[45:12.40]  them but just at massive scale
[45:14.48]  um and so what would you do with that
[45:16.64]  brain and how should it act
[45:18.32]  well there are so many different
[45:20.24]  customer experiences
[45:21.52]  all different types of media all
[45:22.96]  different types of use cases different
[45:24.40]  industries
[45:24.96]  there's no way we can possibly get to
[45:26.72]  all of those and so if we can
[45:28.80]  end up being the way that you store all
[45:30.64]  that data and then use it
[45:32.00]  federate it out that's really powerful
[45:34.08]  and so we think there's
[45:35.04]  existing technology platforms that can
[45:37.28]  leverage what we're doing
[45:38.24]  we also think there's a whole bunch of
[45:39.36]  technology you know companies or
[45:40.80]  platforms that don't exist yet
[45:42.32]  that can that can help build around us
[45:44.00]  so our big goals for this year is how do
[45:46.00]  we make sure we've kind of opened up i
[45:47.84]  don't think anybody's ever done this
[45:49.12]  give you all of the apis into our
[45:52.32]  customer database so it's a little bit
[45:53.84]  like a sql database but just really
[45:55.28]  designed for
[45:56.16]  kind of customer you know event data
[45:57.76]  activity data all of our marketing
[45:59.60]  messaging bits and then say
[46:00.88]  go nuts and so we know we're working
[46:02.88]  with some a bunch of um
[46:04.40]  you know startups now uh you know or
[46:06.00]  some larger platforms on those apis
[46:08.32]  design those
[46:09.12]  and then i mean we really want to see
[46:10.32]  it's like can we help hundreds thousands
[46:12.64]  of other
[46:13.20]  you know developers go off and build
[46:15.28]  like self-sustaining businesses that
[46:16.72]  help in all sorts you know both within
[46:18.32]  retailing and outside
[46:19.76]  um you know help end businesses or end
[46:22.16]  consumers
[46:23.20]  um you know do more with their data so
[46:25.36]  it's it's very early for us there but i
[46:28.00]  think this is that's why i really admire
[46:30.24]  you know a bunch of companies you talk
[46:31.12]  about that are true like
[46:32.16]  api driven tech driven platforms uh i
[46:34.96]  think it's just how you could go with
[46:35.92]  the furthest and the fastest so
[46:38.00]  this should be the year hopefully that
[46:39.52]  we start to have that inflection
[46:41.04]  and start to take off so hopefully it's
[46:42.72]  maybe for us you know we think about
[46:43.84]  those platforms
[46:44.80]  they got there much earlier but for us
[46:46.72]  2021 is going to be the year that we
[46:47.92]  finally take off
[46:48.96]  got it it's interesting timing um okay
[46:51.44]  last with our column is because i know
[46:52.64]  i'm curious in other people can we just
[46:53.84]  talk a little bit about
[46:55.68]  um how sales works at the company right
[46:57.44]  in marketing so are you
[46:59.60]  uh i should know how much how much is
[47:01.68]  self-serve versus sales and how does
[47:03.76]  that just kind of the nuts and bolts
[47:05.12]  work of how you're selling the product
[47:07.44]  yeah it's great so i mean for us we're
[47:09.12]  uh i don't know if we're unique but we
[47:10.40]  have a very wide distribution
[47:12.32]  very wide so we have you know we have uh
[47:15.36]  you think of big iconic brands right
[47:17.84]  that are
[47:18.40]  you know are have a very uh high touch
[47:21.44]  um you know sales question where they're
[47:22.96]  trying to figure out like they're going
[47:23.76]  to rip and replace their database
[47:25.36]  technology along with a whole bunch of
[47:27.20]  markets i mean
[47:27.84]  we're a real revenue driver it could be
[47:29.52]  hundreds of millions or billions of
[47:30.80]  dollars for them
[47:31.68]  so we have those kind of customers then
[47:32.96]  we have the you know entrepreneurs who
[47:34.24]  are starting something on the weekends
[47:35.76]  where they're where they need to start
[47:36.88]  for free so our um start price model
[47:39.44]  starts out as premium
[47:40.56]  we've always felt strongly about that we
[47:42.24]  think it like holds us honest like on
[47:43.60]  our products and really like forces us
[47:45.04]  to let the product lead
[47:46.80]  for sure and so with that we've got a
[47:48.64]  big chunk
[47:49.92]  of our customers i mean definitely the
[47:51.20]  majority of our customers come into us
[47:52.80]  all self-serve
[47:54.08]  um so they figure out how to use our
[47:55.76]  product all on their own and again we
[47:57.28]  just think that it's a good
[47:58.32]  kind of baseline that we're always
[47:59.92]  trying to like you know how do we raise
[48:01.36]  that bar
[48:01.92]  that you can do more without not feeling
[48:04.00]  like you have to wait for us to be
[48:05.60]  around
[48:06.08]  right um at the same time you know i
[48:08.08]  remember when we um
[48:09.28]  you know first built out our uh you know
[48:11.12]  sales team um
[48:12.56]  our first couple of um you know uh reps
[48:15.60]  he said it's like look we want this to
[48:16.88]  be a very consultative process we want
[48:18.56]  you to know our product cold understand
[48:20.16]  our
[48:20.40]  customers cold and so yeah i think then
[48:22.32]  we have different like kind of
[48:23.84]  uh to match up to customers where they
[48:25.52]  want to be met we have folks that are
[48:27.20]  for smaller businesses i mean typically
[48:28.88]  for them they're
[48:29.60]  they kind of know what they want to do
[48:30.88]  they have a couple of ideas how do we
[48:32.80]  help them you know show
[48:34.16]  some value like up front right so our
[48:36.96]  sales team will
[48:38.00]  this is not normal but like they'll
[48:39.92]  actually get into the product help
[48:41.52]  people set up
[48:42.48]  a few you know whether it's a few emails
[48:44.56]  a few automated workflows
[48:46.16]  get them to show them some roi all
[48:48.00]  before we ever ask them to you know
[48:50.24]  swipe a credit card
[48:51.60]  um and so we'll do that of any size
[48:54.40]  you're you almost don't you don't care
[48:55.68]  what size the customer you have the man
[48:56.88]  power to cover the smaller customers
[48:58.40]  there
[48:59.36]  uh no well that's what i mean our
[49:00.64]  product does most of the lifting for us
[49:02.64]  you know on the on the small side you
[49:04.08]  know usually it's like when a business
[49:05.84]  is doing
[49:07.12]  we think about small businesses as a
[49:08.40]  business that's maybe getting close to a
[49:09.76]  million dollars a year
[49:10.96]  like in retail like that's usually a
[49:12.80]  good time where they're it's a bit of a
[49:14.40]  bigger move for them so they kind of
[49:16.00]  want to prove things out
[49:17.36]  um but yeah we've always looked at like
[49:19.52]  i mean how do we go faster right how do
[49:20.72]  we keep things really high velocity
[49:22.48]  um so we're constantly thinking about
[49:24.00]  like how do we take the best learnings
[49:25.60]  from our
[49:26.48]  sales team our marketing team our
[49:27.68]  customer success team that are in a lot
[49:28.88]  of cases we talk about those
[49:29.76]  trailblazers they're figuring out the
[49:31.04]  patterns
[49:31.76]  and then how we building that back into
[49:33.12]  our product either so that people can
[49:35.20]  figure things out on their own or it
[49:36.88]  just makes us faster
[49:38.40]  um and i think that makes that makes
[49:39.76]  things fun kind of keeps things fresh
[49:41.04]  rather than feeling like you're kind of
[49:41.92]  retreading the same problems over and
[49:43.44]  over again
[49:45.28]  yeah so the sales team is mostly
[49:47.44]  observing
[49:48.56]  customers jumping in to help them right
[49:50.96]  and then
[49:52.24]  you know in theory driving more revenue
[49:54.16]  from the largest folks the folks
[49:55.84]  paying a couple thousand bucks some is
[49:57.84]  there a line in terms of sort of
[49:59.92]  acv or deal size where you where you
[50:02.08]  will you draw the line for sales at the
[50:03.44]  end of the day
[50:04.16]  it's a couple i mean so uh i think it's
[50:06.80]  a couple hundred bucks a month is
[50:08.24]  roughly where we draw the line of where
[50:09.84]  it's self-serve versus talk to somebody
[50:12.00]  in sales
[50:12.64]  but it's we're i mean it's we try to be
[50:15.12]  very we
[50:16.32]  we talk we think a lot about like how do
[50:18.24]  we think work from the customer
[50:20.24]  backwards so be customer first
[50:22.32]  like one of the challenges it's very
[50:23.84]  easy to set up a sales org that kind of
[50:26.08]  meets the way that you want the world to
[50:27.68]  look
[50:28.16]  yeah at the end of the day you have
[50:28.96]  customers from all the places i mean
[50:30.08]  it's not unusual for us to have
[50:31.68]  some huge brands come in and say hey
[50:33.60]  look i'm only willing to spend a few
[50:34.72]  hundred dollars with you today
[50:36.24]  but that's kind of because i want to
[50:37.28]  prove the content and really grow this
[50:38.64]  out
[50:39.28]  um and we would hate for some like
[50:41.36]  simple heuristic right in a you know
[50:43.12]  form or something that they did inside
[50:44.56]  the product
[50:45.12]  to block that out um and sometimes the
[50:47.68]  cool part about you know let's say
[50:48.72]  retail and direct consumer is
[50:50.00]  the businesses grow so fast like you
[50:51.84]  can't just look at somebody's email
[50:53.20]  address and know oh that's a huge
[50:54.48]  company or not
[50:55.44]  i mean some of these companies grow so
[50:56.96]  quickly the other thing we have to do is
[50:58.16]  really stay on top of
[50:59.44]  who are the companies that are who have
[51:01.36]  that really high trajectory
[51:02.96]  and how do we make sure that we're
[51:04.00]  sticking with them so that's where it
[51:05.12]  almost like you know between our sales
[51:06.56]  team and our customer success
[51:08.00]  team you just really have to match up
[51:09.92]  and kind of watch because i mean some
[51:11.44]  companies are kind of slow growers or
[51:13.12]  lower growers
[51:13.92]  some of them just grow really quickly
[51:15.76]  and we have to kind of tease all that
[51:16.80]  out
[51:17.36]  yeah it's funny when i remember the
[51:18.64]  first time i ever bought a seat of
[51:19.76]  salesforce
[51:20.40]  one seat uh i had a rep he called me uh
[51:23.68]  i said chris bless your soul you can't
[51:26.16]  afford to talk to me he's like
[51:28.00]  no we think you might grow bigger he's
[51:30.00]  like it's okay and that sales
[51:31.44]  i don't know if salesforce does that
[51:32.40]  today when the big deals are nine nine
[51:34.40]  figures
[51:35.04]  but it shocked my mind in 2006 when an
[51:37.36]  ae in san francisco i
[51:38.80]  i blowed my mind i never had that
[51:40.08]  experience in software before right but
[51:41.60]  it was smart
[51:42.40]  that was a good early investment by
[51:44.00]  benioff right
[51:45.60]  totally i mean it's all about i mean
[51:47.20]  like this goes back to the pieces of
[51:48.16]  clivia which is like how do you do
[51:49.04]  personalization at scale right
[51:50.88]  so obviously if they can that experience
[51:52.48]  i mean obviously it was you know mental
[51:53.92]  i mean you still remember that
[51:55.68]  finding a way to deliver that like i
[51:56.96]  mean obviously that's what we're doing
[51:58.00]  internally is a little bit of document
[51:59.20]  around stuff is how do we make sure we
[52:00.40]  can do that right make it as magician as
[52:01.92]  possible to still get that kind of magic
[52:03.44]  yeah all right one last question i know
[52:04.96]  we're out of time but um just to finish
[52:06.80]  up on sales and marketing
[52:07.92]  and maybe the answer is no but are
[52:09.84]  partners and channels a big part of your
[52:11.28]  revenue mix they're a huge part of
[52:12.88]  hubspot right other folks like gorgeous
[52:14.72]  that i know
[52:15.36]  get a huge amount through agencies and
[52:17.84]  partners
[52:18.88]  what what have you learned there of
[52:20.08]  anything definitely uh yeah so
[52:22.64]  i mean the short answer is yes yeah um
[52:25.04]  you know i think it's all
[52:26.48]  so why is that i mean certainly clavio
[52:28.24]  is because we interoperate with so many
[52:29.68]  other systems
[52:30.32]  that drives a lot of partnerships um but
[52:32.56]  then a lot of people when it comes to
[52:34.72]  uh this category we call marketing right
[52:36.96]  yeah uh it's a lot of folks
[52:38.48]  understanding
[52:39.20]  are not sure they don't have the
[52:40.40]  expertise yet about like what's the
[52:41.84]  right tech stack there's so many options
[52:43.52]  out there
[52:44.40]  and what's what are the right strategy
[52:46.16]  one of the fun parts about
[52:47.84]  marketing and messaging is so creative
[52:49.20]  there's so many different ways to grow
[52:51.36]  yeah and so a lot of people are looking
[52:52.72]  for what those playbooks are and
[52:54.08]  especially when you're small like
[52:55.92]  you may not have sometimes we find a lot
[52:57.52]  of entrepreneurs that just don't have
[52:58.88]  that expertise yet they're the product
[53:00.08]  person they just haven't figured out
[53:01.12]  that side of it yet
[53:02.32]  um so yeah we i mean from gosh many many
[53:05.68]  years ago
[53:06.32]  we found that like uh marketing agencies
[53:08.80]  you know folks were helping on the
[53:09.68]  development side system integrators are
[53:11.12]  a great
[53:11.84]  fit i think the key thing for us was you
[53:15.04]  have to it's you know a lot of people
[53:17.76]  will be kind of interested but you have
[53:18.88]  to do a little bit of the work for them
[53:20.24]  of helping them figure out
[53:21.60]  especially let's say um somebody's
[53:22.96]  selling services what are the services
[53:24.88]  they're going to sell and how you can
[53:25.68]  help them package those up
[53:27.12]  uh one of the things i think is pretty
[53:28.08]  cool about what we've been able to do is
[53:30.24]  we put together a program where we've
[53:31.76]  actually taken a lot of like
[53:32.72]  traditionally like
[53:33.44]  seo or sem or advertising agencies and
[53:36.40]  said hey
[53:37.20]  you know like look those are all paid
[53:38.64]  strategies we think own strategies you
[53:40.88]  know email and sms are really
[53:42.08]  interesting too
[53:43.04]  we've helped them define kind of a way
[53:44.72]  to set up the different kinds of
[53:46.16]  packages that are
[53:47.28]  valuable to them because it helps them
[53:48.80]  you know set up the kinds of uh
[53:51.04]  engagements they want but they also
[53:52.64]  prove a lot of roi for their you know
[53:54.40]  for the end
[53:54.88]  and customers so it's a way for us to
[53:56.64]  basically help people adopt our
[53:58.00]  things faster um that's been awesome so
[54:00.40]  i think you have but you do have to
[54:01.68]  invest some time to basically i think
[54:02.96]  set up that playbook and the other thing
[54:04.56]  too is
[54:05.12]  you have to hold the line on you know
[54:06.64]  this is the playbook that we care about
[54:08.00]  like in some sense if you're not you
[54:09.36]  know kind of on
[54:10.16]  if you don't believe in what we believe
[54:11.52]  in for instance with email you know
[54:13.28]  we've definitely worked with some folks
[54:15.12]  that you know still felt like gosh the
[54:16.64]  best way to do email is just to send
[54:18.56]  everybody all the time which obviously
[54:20.32]  doesn't work anymore
[54:21.68]  um you know helping people coach you up
[54:24.24]  on what the right way to do things are
[54:25.44]  we found some people were
[54:26.56]  kind of willing to be those quick
[54:27.68]  learners and those created i mean once
[54:29.84]  you kind of had a handful of folks that
[54:31.12]  could show you could build a business
[54:32.96]  um you know around palladio service
[54:34.64]  business obviously lots of other folks
[54:36.48]  came to us and said hey how do we get
[54:37.60]  involved in this and that's better yeah
[54:39.12]  and you have a big partner enablement
[54:40.56]  team that kind of works with those folks
[54:42.16]  is that you have a layer on top of that
[54:43.20]  or is that still really like uh like
[54:44.96]  the platform yeah i mean we're i mean
[54:46.96]  we're very uh i think
[54:48.48]  efficient scalable in how we do it but
[54:50.40]  like yeah we've had we've had that team
[54:51.92]  for
[54:52.32]  uh you know a team working with partners
[54:54.32]  working with agencies again on this
[54:55.52]  exact kind of stuff right yeah how to
[54:56.96]  think about the services you want to
[54:58.00]  provide how you're going to price and
[54:59.20]  package them
[55:00.16]  uh i think you if you decide you want to
[55:02.40]  go down that route
[55:03.52]  and i think it's a definitely a really
[55:04.80]  good one i think you can't invest early
[55:06.48]  enough in that the sooner you do that
[55:08.00]  you'll just you'll get more scale it'll
[55:09.28]  go faster
[55:10.16]  yeah andrew this was incredible thanks
[55:12.32]  for spending all the time with us
[55:14.16]  and um uh let me let me know let us know
[55:16.40]  if we can help and we'd love to have you
[55:18.24]  on stage at sasser annual one year
[55:19.76]  whenever whenever whenever you want to
[55:21.28]  come out as we're re-emerging from kovad
[55:22.96]  we'd love to have you but thanks for all
[55:24.24]  this time this was great
[55:25.68]  awesome we'll do it thanks
