Title     : Career frameworks, A/B testing, onboarding tips, selling to engineers |  Laura Schaffer (Amplitude)
Video ID  : UMAmj1bciww
[49:53.58]  have one last question just along the
[49:54.96]  lines of experimentation is there any
[49:56.70]  other just like I don't know big lessons
[49:58.20]  or takeaways of just of running
[50:00.36]  experiments that would be interesting to
[50:02.34]  share I think we kind of got into this
[50:04.38]  one like a little bit but I just really
[50:06.72]  want to exclamation point underline it
[50:09.18]  which is
[50:10.44]  that notion of kind of making the data
[50:12.48]  wrap to fit like a concept you know I
[50:15.78]  think a lot of teams are you know feel
[50:18.12]  and are under a lot of pressure to show
[50:20.76]  progress right and what did you do this
[50:23.52]  month where do the metrics move and like
[50:25.62]  you know and and it can cause folks to
[50:29.28]  feel like they they have to do that
[50:31.08]  where it's like oh gosh like everyone's
[50:33.54]  got this experience where you run an
[50:34.98]  experiment you're like looking at the
[50:35.94]  data refresh refresh refresh oh my gosh
[50:38.04]  it actually perform worse
[50:40.32]  you know or it's like not the same and
[50:42.42]  gosh we got everyone really excited
[50:43.74]  about this thing that we all like worked
[50:45.30]  on really hard like oh my God what am I
[50:47.40]  gonna say in the qbr or you know the the
[50:50.16]  monthly report whatever it is that sort
[50:51.90]  of these things you know the results
[50:53.58]  come to light
[50:55.68]  um and and so this had to I'd say this
[50:58.08]  that it's incredibly important for
[51:01.26]  growth teams to educate out and for
[51:04.02]  folks outside of growth and leading
[51:05.82]  growth especially to to understand that
[51:08.82]  the the best way for a growth team to
[51:12.12]  succeed the the only way really for them
[51:15.12]  to succeed is to embrace the fact that
[51:18.30]  they're there to validate to to
[51:21.96]  understand what the biggest
[51:23.34]  opportunities are and to go after them
[51:24.90]  and that is not something that can be
[51:26.88]  done on a weekly timeline sometimes even
[51:30.06]  a monthly depending on the space you're
[51:31.38]  in and what's known and unknown and so
[51:33.90]  any growth team that's that's beholden
[51:36.60]  to short timeline wins and Improvement
[51:39.60]  is always going to be dangerous that's a
[51:41.46]  that's an environment that's conducive
[51:42.96]  to vanity metric usage and Fab you know
[51:46.26]  massaging the data to fit and ones that
[51:49.26]  are more successful are ones that are
[51:50.88]  reporting over longer periods of time
[51:52.14]  because any growth team given enough
[51:53.16]  time to kind of fail enough time to
[51:55.08]  learn the right thing to do is
[51:56.16]  absolutely going to have shows exist
[51:57.78]  real success right like not the okay
[52:00.54]  we're gonna make this data fit but like
[52:01.86]  real moving the metrics is up and so
[52:04.44]  definitely you know educating out if you
[52:07.02]  find yourself in a position where you
[52:08.70]  you are holding into that you know share
[52:11.52]  that 80 fail rate like just math
[52:13.74]  statistics data like that is not you
[52:16.38]  know you cannot be successful in an
[52:17.94]  environment but over time you you can be
[52:20.40]  and so uh that's that's one thing I
[52:23.04]  definitely would would draw on that they
[52:24.90]  spent you end up spending a decent
[52:27.00]  amount of my pie chart at uh at twilio
[52:30.42]  and then also at rapid where I was after
[52:32.52]  that and I'm sure I'll spend some time
[52:34.26]  at amplitude as well just helping folks
[52:36.90]  kind of understand what is the the
[52:39.06]  healthiest ecosystem those powerful
[52:40.74]  ecosystem for a growth team to operate
[52:42.30]  in and time and expectations over time
[52:44.76]  is a big problem
[52:46.08]  we say pie chart it's like the pie chart
[52:47.76]  of your time like a big chunk of your
[52:49.62]  time goes to this that's awesome I like
[52:51.12]  that I use pie charts a lot is to
[52:52.98]  describe that same idea just to be a
[52:55.08]  little more concrete there what is the
[52:56.52]  time frame you think is the minimum for
[52:58.68]  a growth team to be thinking across I
[53:01.38]  think it's good especially for for newer
[53:03.96]  teams but even teams in general commit
[53:05.46]  commit to something that you can kind of
[53:06.72]  do over the course of a year and you
[53:09.30]  know low medium high right is is always
[53:12.24]  helpful in that space I mean
[53:14.28]  you know a lot of times
[53:16.40]  well you know I'm more like you know hey
[53:19.14]  we've got a few bets that we have a few
[53:21.66]  core hypotheses and if they take off
[53:23.40]  that's going to be our high look at like
[53:25.14]  wow so they like we think these things
[53:27.24]  could be kind of lightning on a bottle
[53:28.68]  here but they could also be you know a
[53:31.14]  bunch of paper Mist so but until we run
[53:33.36]  We're Not Gonna know and if those bear
[53:34.50]  out though then yeah that's that's our
[53:35.82]  high and hey we've got a few things that
[53:37.14]  we think are safer you know
[53:39.42]  um maybe it was sort of validated a bit
[53:41.04]  in the previous year what have you and
[53:42.78]  you know these will be the metric system
[53:44.40]  out so it's helpful to give people
[53:46.56]  though that that construct it deviates
[53:49.32]  from it very hard deviates from this
[53:50.82]  notion of like here's the single number
[53:53.64]  that we're gonna hit right just things
[53:55.86]  that help people kind of understand that
[53:57.54]  space a little bit better and what to
[53:58.86]  expect and because of that it can be a
[54:01.26]  little bit lumpy like you know there
[54:02.46]  were some things that you released I
[54:04.26]  mean it's cool it for the most number of
[54:05.70]  years which can be easy to talk about
[54:07.08]  this this construct here but like you
[54:09.48]  know there's one thing that we did that
[54:10.68]  generated like tens of millions of
[54:13.32]  dollars in Pipelines really really
[54:14.82]  powerful and took you know sometimes
[54:17.34]  kind of navigate and invalidate a lot of
[54:20.16]  times we did like that onboarding stuff
[54:21.42]  that's talking about like kind of like
[54:22.50]  catching those things like that was you
[54:24.78]  know could happen on a little bit of a
[54:26.34]  faster clip but still you know took some
[54:28.50]  time to validate and understand but yeah
[54:30.66]  over the course of a year you should
[54:32.64]  generally kind of be able to commit to
[54:34.14]  movement but help people understand the
[54:37.14]  methods there so that they're not coming
[54:38.88]  at you on a weekly basis being like and
[54:40.92]  what did you do this these past couple
[54:43.08]  days okay I gotta I gotta follow up on a
[54:45.78]  couple of these things uh what is it
[54:47.40]  that what was that big change of twilio
[54:48.90]  that led to tens of millions of dollars
[54:50.28]  this is part of um the the course that I
[54:53.22]  teach at reforge so
[54:54.90]  um oh amazing good like reforge what's
[54:56.52]  the course called just one activation
[54:58.74]  retention I think it's um live is my
[55:01.86]  part I think it's um right now we can
[55:03.42]  I'll get I'll give you a link so we can
[55:04.68]  yeah in the show notes but um we had a
[55:07.56]  high level version is we you know this
[55:11.04]  was this was kind of deeper into my my
[55:13.02]  journey at twilio this is uh you know
[55:14.88]  fast forward a few years you know to
[55:16.56]  kind of blown up this this team and some
[55:18.96]  cool things going on but I was really
[55:21.06]  looking for kind of what's like the next
[55:22.70]  big thing for us to do like what what
[55:25.68]  could that be and I noticed you know
[55:28.14]  remember as you know that the question
[55:29.58]  very back of the day when I asked about
[55:31.20]  like the kind of developer versus not
[55:32.82]  developer yeah we saw that that little
[55:36.30]  non-developer little dude ad was kind of
[55:38.58]  growing right we were actually the
[55:39.90]  number of people in the ecosystem who
[55:41.64]  were identifying themselves is not a
[55:44.52]  developer we're in the space but very
[55:46.92]  interestingly
[55:48.24]  they were as we kind of got got more
[55:50.88]  refined in our understanding of those
[55:52.14]  folks a lot of them wanted to build with
[55:54.48]  twilio like you know there was a
[55:56.58]  hypothesis of like oh well maybe they're
[55:58.08]  lost maybe this wasn't pricing like
[55:59.94]  maybe they sent a bite mistake and I was
[56:01.68]  like nope they're here to build they
[56:03.84]  wouldn't build you know and then they
[56:05.28]  kind of struggle through the developer
[56:06.54]  onboarding and someone would succeed in
[56:08.22]  someone but anyway
[56:09.90]  um the it was all about identifying like
[56:12.48]  what did they need to succeed like were
[56:14.46]  they if we were made them successful
[56:16.50]  could it contribute to Dollars you know
[56:19.44]  one of the core learnings I'd heard from
[56:20.76]  sales at the time was hey it's very
[56:22.50]  challenging for us to get the kind of
[56:24.66]  folks when a developer's not involved
[56:26.94]  yet to to go from zero to one to get
[56:28.86]  something off the ground but man if we
[56:31.02]  can get them to do that if I can get in
[56:33.24]  one dollar and spend I can get them to
[56:34.74]  five and then five and get them
[56:36.62]  like ten thousand then I can get them
[56:38.70]  100 000. this whole long journey like
[56:40.80]  hey Laura if your team could just get
[56:42.90]  them like off the ground man we can do
[56:45.12]  so much so yeah the journey is all about
[56:47.82]  okay what what were the things that were
[56:50.10]  missing an experience we were offering
[56:51.72]  and you know ultimately was they
[56:53.46]  couldn't write code from scratch that
[56:54.66]  was really difficult and also we're
[56:55.50]  going to stand up a server that was
[56:57.06]  difficult but we ended up um
[56:59.58]  iteratively experimenting a way to
[57:01.44]  validate those hypotheses and what's the
[57:03.24]  right way to do this and yeah and it was
[57:05.52]  right it's called a quick Deploy on code
[57:08.58]  exchange um anyone can go there and
[57:10.80]  deploy an app without having to write
[57:12.54]  code and kind of get in a hall moment
[57:14.52]  there with twilio
[57:16.26]  that is awesome so basically it's like a
[57:17.94]  low code twilio app
[57:20.16]  yeah I ended up kind of being like we
[57:21.54]  had a lot of like like pet names like
[57:23.46]  nicknames for I think probably the one
[57:24.78]  that most succinctly describes it is
[57:27.54]  just it end up being kind of a create
[57:29.22]  your own demo experience which you know
[57:31.68]  made made you talk about the psyche of
[57:34.62]  people you know you know we talked about
[57:36.06]  how developers Telecom until they can be
[57:37.92]  inhibiting we'll talk about like this
[57:39.24]  you know the non-developable like
[57:41.22]  somebody's the buyers or like the people
[57:42.66]  who are you know it's like buying
[57:44.16]  decisions like for them it was like Not
[57:45.90]  only was it like Telco but it was like
[57:47.40]  the developer stuff was inaccessible but
[57:50.28]  they still wanted to you know jump in
[57:52.74]  and they wanted to have that experience
[57:54.06]  and so this was a way for us to give
[57:55.80]  them momentum give them comments well
[57:57.84]  geez if I can get this running my
[57:58.92]  development team definitely do it right
[58:00.66]  and so it was a very powerful kind of uh
[58:04.38]  you know moment where we could really
[58:05.94]  address the psyche of those users get
[58:07.62]  them excited about twilio and then give
[58:09.66]  sales kind of the ability to give
[58:12.18]  something powerful to those
[58:14.48]  non-engineering buyers and folks they're
[58:16.92]  talking to so genius looking back seems
[58:19.02]  like an obvious win I I imagine it was
[58:21.18]  not one of my readers suggested that I
[58:23.82]  start a series of the story of a feature
[58:25.80]  and kind of walk through the discovery
[58:28.14]  ideation development iteration and this
[58:30.48]  feels like a really interesting example
[58:31.74]  that but anyway I got just a couple more
[58:34.26]  questions I know we've been going for an
[58:35.46]  hour now so but I have questions I don't
[58:38.10]  want to let you go just yet and they're
[58:40.56]  they're on growth so so one question
[58:43.02]  just you worked at twilia which is very
[58:44.88]  product-led growth you're gonna be
[58:47.52]  you're now to amplitude which is more
[58:49.86]  sales driven and I know it's you're
[58:51.72]  trying to go more product-led I know
[58:53.76]  Elena talks a lot about this how every
[58:55.62]  company needs to have product LED
[58:57.66]  motions otherwise they're gonna be
[58:59.16]  disrupted by someone that comes product
[59:00.48]  LED and I don't know what hire is which
[59:03.30]  which book would they fall into yeah
[59:05.34]  between the aoli like SLG and plg I mean
[59:07.50]  yeah for me it's um they're they're kind
[59:10.02]  of two sides of the same time coin like
[59:11.88]  you know growth grows in sales it's all
[59:15.30]  it's all to me very thematically the
[59:17.94]  same stuff the difference is that with
[59:20.40]  growth you are selling with your product
[59:22.32]  and with sales you're selling with
[59:24.30]  person like one to one and you know so
[59:26.88]  so companies need to be you know
[59:29.34]  employing both of those forces to
[59:31.68]  optimally converge Their audience uh you
[59:34.80]  know we're in a world where people are
[59:36.60]  expecting both they're expecting to be
[59:38.40]  sold by your product and sold at the
[59:40.98]  Enterprise level in large companies by
[59:42.42]  by human beings it's going to listen to
[59:43.98]  their specific needs and really break it
[59:45.84]  out for them and you know if you only
[59:48.72]  have one you're gonna You're Gonna Miss
[59:49.92]  stuff so absolutely I think you wanna
[59:52.14]  those two forces together are working
[59:54.00]  well and obviously they're sort of you
[59:55.80]  know different stages you know things
[59:57.24]  work differently in different spaces but
[59:59.88]  you know I think when it comes to to
[60:02.04]  amplitude I think there's a huge you
[60:05.04]  know opportunity here I think the key is
[60:07.20]  and that the challenge you know for
[60:09.24]  companies have done like the sales thing
[60:10.98]  and are trying to crack into the plg
[60:13.68]  thing is you know it really comes down
[60:17.10]  to how you fundamentally are approaching
[60:19.50]  that space and again
[60:21.18]  your users and you know they're where
[60:23.46]  they're at and the psyche of where
[60:24.72]  they're at I think a lot of companies
[60:27.12]  will say well okay like Hey we're gonna
[60:29.10]  do this plg stuff let's take that sales
[60:31.92]  like Enterprise whatever offering that
[60:34.08]  we have and let's you know chop it up a
[60:36.60]  bit and like cut access here and like
[60:39.06]  cut out this feature here and we're
[60:40.74]  gonna like slap this plan out we're
[60:42.54]  gonna put a price on it and we'll maybe
[60:44.34]  have like hours of debates over whether
[60:45.96]  it's like 10 99 or 104 or like 75 and
[60:51.18]  eventually we'll like someone will in
[60:52.44]  that battle like slap it on because
[60:53.78]  anyway the discussion or the focus is a
[60:56.52]  lot around the product what are we gonna
[60:58.56]  do with this product how are we gonna
[61:00.12]  crack it open and shift it and and then
[61:02.52]  give it to these you know people all
[61:04.26]  these users these these visitors and
[61:07.32]  what it's missing I think is and a lot
[61:09.96]  of times it's easy to miss is that
[61:12.84]  when we're doing plg and we're shifting
[61:15.30]  from sales to plg we need to reset we
[61:19.14]  need to recognize that you know again
[61:20.94]  this is this is sales sales via the
[61:23.94]  product what do you do when you're what
[61:25.74]  does a good sales rep do when they're
[61:26.88]  engaging they they understand what the
[61:28.44]  problem is of the person and the space
[61:30.60]  they're talking to so we need the same
[61:31.74]  thing here what are the unique problems
[61:34.26]  of people who are coming into our
[61:36.18]  self-serve space and I think you know
[61:37.62]  when it comes to a company like
[61:38.70]  amplitude you know you're uh you know a
[61:41.94]  lot of the folks that we'll be kind of
[61:43.38]  looking to address via the the plg
[61:45.42]  motion you know there's a number of
[61:47.22]  things you want to achieve there but one
[61:48.42]  of the primary things is to kind of tap
[61:49.86]  into the SMB market and really give them
[61:51.48]  a really you know startups and give them
[61:53.04]  a space to land and to grow and you know
[61:55.74]  you have to think like what are the
[61:57.06]  challenges and unique problems that they
[61:58.74]  have because we're going to be using our
[62:00.54]  product to kind of settle them we need
[62:01.74]  to meet them where they're at with the
[62:02.88]  problems that they've got and I think
[62:04.44]  one of the things that is that I've I've
[62:06.72]  observed from being in all these
[62:08.52]  startups and you know advising some
[62:09.96]  startups is I very rarely I think I've
[62:12.78]  ever come across a startup where they
[62:15.54]  have like the right number number of
[62:17.34]  analysts for their needs in fact a lot
[62:19.02]  of them like don't have any and so what
[62:21.24]  that means is that the CEO is you know
[62:24.30]  being an analyst to create their
[62:26.46]  dashboards for the board and you're the
[62:28.68]  product manager is like being an analyst
[62:30.84]  to figure out like what the heck's going
[62:32.16]  on and creating the reports for their
[62:33.36]  product and that's happening all over
[62:34.98]  the place is that people are in their
[62:36.18]  roles and they have to be an animals too
[62:39.24]  and I think that that's a problem that
[62:42.54]  especially you know younger companies
[62:44.94]  and early stage companies have and so
[62:48.72]  when they're you know come back to their
[62:50.28]  psyche what are they caring about what
[62:51.72]  are they thinking about when they're
[62:52.68]  signing up for product analytic product
[62:54.42]  or something they're booking for
[62:55.56]  something that's going to help them feel
[62:57.54]  reassured they're going to be able to
[62:58.62]  actually get to the bottom of the right
[62:59.94]  metrics create the reports that show
[63:01.50]  things the right way I you know what's
[63:03.96]  the best way to show churn there's got
[63:05.70]  to be a best way like so many people are
[63:07.38]  doing it guess what yes there are some
[63:09.78]  really good ways to do it and there are
[63:11.52]  some really successful you know ways to
[63:14.22]  to set up dashboards for the board
[63:15.48]  people have done that too like there's a
[63:17.04]  lot of that knowledge that exists and
[63:18.30]  all those templates and Frameworks exist
[63:20.24]  benchmarking are these numbers even good
[63:22.68]  right and so one of the hypotheses that
[63:25.20]  I have
[63:26.22]  is that you know if we we take that
[63:28.56]  perspective and we understand you know
[63:30.96]  that that is the problem that there's a
[63:32.58]  number of things that we can do to
[63:34.14]  really change the way that self-serve
[63:36.24]  experience Works to help convert people
[63:37.80]  and show them how amplitude can make
[63:40.20]  them kind of that powerful but but the
[63:42.60]  thing that I think sticks across all
[63:44.34]  companies not just amplitude making the
[63:46.32]  shift is just that that when you're
[63:47.76]  doing this do not think this is a copy
[63:50.52]  paste but like chop it for parts thing
[63:52.44]  don't start with your product when
[63:54.00]  you're building out your strategy start
[63:55.98]  with your customers your users your
[63:58.56]  prospects your people who are going to
[64:00.96]  be coming into your self-serflow make
[64:02.58]  sure you're understanding how their
[64:04.50]  problems differ because they do from the
[64:06.72]  people that you're addressing at the
[64:08.04]  sales lead side and then make sure that
[64:09.96]  you're orienting your experience of
[64:11.22]  product around those people it's
[64:13.08]  interesting that you almost have to kind
[64:14.34]  of start again as a as a product company
[64:17.22]  as a product yeah because you may need
[64:20.28]  to solve completely different problems
[64:21.48]  that eventually lead to the same place
[64:23.16]  but it's interesting what you're saying
[64:25.26]  that you may end up targeting like
[64:26.76]  analysts or PMS or I know amplitude or
[64:30.48]  has always focused on PM's but yeah and
[64:32.64]  it's right and there's always the nice
[64:34.50]  thing about it is it's in some ways it
[64:36.78]  does feel like you're starting fresh
[64:37.98]  because you do need to kind of start
[64:39.24]  with the customer again and like what's
[64:40.56]  their problem but in a lot of ways you
[64:42.30]  know you can carry over a lot of the
[64:43.62]  same knowledge I mean that point you
[64:44.70]  kind of know what's working well like
[64:46.80]  amplitude for example does have a ton of
[64:49.74]  knowledge around what some of the best
[64:51.12]  ways artists at other words like there's
[64:52.62]  a lot of things that they have the
[64:54.18]  momentum going sort of like where do you
[64:55.98]  choose that momentum and how do you put
[64:58.56]  that and curate that in front of users
[65:00.36]  and make sure that they're getting the
[65:01.74]  right things there was a ton of momentum
[65:03.78]  already there it's just a little bit
[65:04.74]  about harnessing it understanding that
[65:06.42]  yeah where are the gaps because there
[65:07.56]  are going to be gaps but you know
[65:09.24]  anchoring in a customer problem as I
[65:11.64]  think the way that you start any new
[65:13.08]  product any new thing that you're
[65:15.00]  releasing should always think about like
[65:16.92]  the customer and the pain point so no
[65:19.02]  different than when you're doing you
[65:21.12]  know plg for the first time or cracking
[65:23.46]  into it you need to be thinking again
[65:24.84]  starting again with the problem the
[65:27.60]  problems they have the psyche that they
[65:29.70]  have coming to your your space so that
[65:31.98]  you can build something that is going to
[65:33.90]  effectively make them feel like oh you
[65:37.02]  can solve my problem you get me and and
[65:39.72]  show them how your product's going to do
[65:41.22]  that
[65:42.36]  final question and this is around
[65:44.40]  developers you worked at twilio
[65:46.28]  obviously twilly assault developers I
[65:49.20]  think rapid where you work right before
[65:50.76]  amplitude also sold Developers
[65:53.22]  selling to developers feels like such a
[65:54.84]  hot space right now there's so many
[65:56.16]  startups that are just building
[65:57.06]  developer tools such a huge Market used
[65:58.74]  to be not used to be like there is not a
[66:00.72]  market in developers they don't they're
[66:02.40]  not going to spend money there's not
[66:03.48]  enough of them and now it is a big
[66:05.64]  popular spot and so I'm curious what
[66:08.28]  have you learned about building a
[66:09.96]  startup and a product that sells to
[66:11.52]  developers I imagine a lot of Founders
[66:13.56]  building sorts of tools would be really
[66:15.18]  curious the first is that developers are
[66:17.64]  just a very different audience from any
[66:19.14]  others I've seen so many people who have
[66:21.60]  come in stronged on grills really well
[66:23.22]  or product really well with other
[66:24.96]  audiences and like oh like I'm gonna
[66:26.94]  take all those learnings on a pivot into
[66:28.56]  serving developers and as a being a very
[66:30.84]  steep climb because developers are so
[66:34.74]  different
[66:35.70]  um and let me give you like a couple
[66:37.02]  just fun facts yeah that make them
[66:40.32]  really different and some of these have
[66:42.18]  kind of some interesting stories one is
[66:44.96]  developers like almost 2-1
[66:48.60]  do not look at your marketing website at
[66:50.82]  all they go straight to your sign up
[66:52.62]  flow so what that means is all that
[66:55.20]  beautiful context you're setting and you
[66:57.36]  know the product and pricing all that
[66:58.80]  stuff like very you know very often
[67:01.26]  they're skipping all of it context free
[67:03.42]  and going straight to your sign up and
[67:05.70]  so anything that is not that you know
[67:08.16]  anytime you make an assumption like oh
[67:09.66]  well they probably know this coming in
[67:11.04]  to sign up or like well we don't need a
[67:12.48]  clue that's on the marketing website
[67:13.56]  like none of that's going to apply to
[67:14.70]  this group of people they are like
[67:16.38]  they're there they're they're looking to
[67:18.30]  do a um I describe them like the analogy
[67:21.78]  of for this group is like they're the
[67:24.18]  the Ikea buyers who you know when like a
[67:27.18]  package comes they're not opening up the
[67:28.68]  instruction manual and reading it and
[67:30.18]  then starting to go through they're in
[67:31.38]  there tearing open the bags and starting
[67:33.00]  to like pull the pieces together and
[67:34.62]  trying to build it right they'll come up
[67:36.54]  for context and and steps and such when
[67:38.88]  when they get stuck if they're motivated
[67:40.80]  so uh that's that's one thing and then
[67:44.52]  you know another one is just the
[67:46.80]  aversion to talking to sales and I think
[67:49.50]  everybody can you know hearing outside
[67:51.54]  like oh yeah well I hate sales too man I
[67:53.70]  when I sign up and get bombarded by
[67:55.20]  sales that's the worst I totally get
[67:56.70]  that but I have just developers around
[67:58.44]  this whole other level there was a there
[68:01.26]  was a Fang company who signed up for
[68:02.94]  twilio
[68:04.62]  built a POC launched to production all
[68:08.70]  this in operating that space for months
[68:10.74]  without engaging once with sales so it's
[68:12.72]  trying to reach them right and I ended
[68:15.42]  up being the one that talked to them
[68:16.86]  like first because they like reached out
[68:18.30]  to support because there was something
[68:19.38]  about their delivery that was was off
[68:21.84]  there like missing a feature and they
[68:24.00]  did not want to talk to sales they ended
[68:26.04]  up talking to me and this is when I was
[68:28.20]  in product marketing and I was like my
[68:30.18]  first exposure but people did not want
[68:32.76]  to talk it's just sales you know and
[68:34.74]  then there's another one where like a
[68:35.82]  giant retail company where like the
[68:37.26]  engineering team signed up with their
[68:38.28]  personal email addresses so they
[68:40.14]  wouldn't get bombarded by by sales it
[68:42.72]  was only like later that we like found
[68:44.34]  out it's so but but the thing that's
[68:47.34]  most important these are fun facts but
[68:48.96]  but the thing that is I would say is the
[68:50.94]  most important to leave thing to leave
[68:52.44]  with with listeners here is
[68:54.66]  why like what makes them so different
[68:57.66]  like like why like why what's the deal
[69:00.18]  here and it stems from their Charter and
[69:04.98]  their responsibility so you know if you
[69:06.96]  put ourselves in developer's shoes for a
[69:08.52]  minute
[69:09.30]  a developer if a developer is required
[69:11.64]  to use your product especially if
[69:12.78]  they're like the primary user the
[69:14.64]  primary Builder it's really important to
[69:16.98]  recognize that they are responsible for
[69:19.92]  that if your service goes down that's
[69:21.48]  their responsibility not just for
[69:23.46]  themselves but their team if the pager
[69:25.32]  wakes up someone because the service
[69:27.66]  they bought from you goes down that's on
[69:29.88]  them if oh turns out that doesn't work
[69:32.88]  with with the systems that they said it
[69:34.86]  was well that's on them like doesn't
[69:37.20]  integrate with the data the way that you
[69:39.48]  know everyone wanted it to that's on
[69:41.58]  them everyone looks to developer when
[69:42.90]  it's not working right and it cannot
[69:44.28]  work right in so many ways that's their
[69:47.04]  failure that can they can cost them
[69:48.66]  their job it could cost them the trust
[69:50.22]  to their team custom their reputation
[69:52.38]  you know and that means that the stakes
[69:56.10]  are very high for them every time that
[69:58.98]  they're adopting something new so they
[70:01.32]  can't afford to take someone's word for
[70:03.24]  it especially a sales rep who might be
[70:05.40]  have some other motivations right from
[70:08.04]  their perspective right they they can't
[70:10.14]  afford to trust your content or
[70:12.48]  someone's word they must do it they must
[70:14.10]  prove it themselves and so that's why
[70:16.58]  they for developers to be bought in they
[70:19.86]  need to do something build something a
[70:21.96]  proof of concept at the very least if
[70:23.52]  not kind of like moving further than
[70:25.20]  that and so that means they're going to
[70:26.94]  be pretty darn deep in their self-serve
[70:29.16]  experience with you
[70:30.60]  before they're ready to commit and so if
[70:33.60]  if you're a company that is providing uh
[70:37.20]  that requires developers to build right
[70:39.86]  you must invest in self-serve
[70:42.72]  experiences in order to effectively
[70:44.46]  convert your audience and you should be
[70:46.08]  thinking of them something it can your
[70:48.60]  self-serve function and growth folks
[70:50.58]  someone akin to Salesforce because your
[70:53.94]  sales developers are not going to accept
[70:56.40]  sales coming in and trying to convert
[70:59.04]  them at that stage
[71:00.66]  I love that you always come back to the
[71:02.22]  psyche of the user and how you know in
[71:05.22]  this case developers like here's why
[71:06.60]  they're responsible for this thing sales
[71:08.88]  people are going to convince them this
[71:10.02]  is going to work and it's not and um
[71:12.48]  that's a really interesting tool and
[71:14.28]  that's a really cool takeaway
[71:15.96]  is there anything else that we didn't
[71:17.76]  cover before we get to a very exciting
[71:19.50]  lightning round well any I think we
[71:21.36]  covered it all man got all my questions
[71:23.34]  and more so with that welcome to the
[71:26.40]  very exciting lightning round I've got
[71:28.32]  six questions for you are you ready I am
[71:31.02]  so ready what are two or three books
[71:32.94]  that you recommend most to other people
[71:34.80]  I'm a big believer in happiness not just
[71:37.38]  like you know because you know I'm being
[71:39.30]  crunchy or you know we should always
[71:40.68]  have it also because it helps us do our
[71:41.88]  best work and were more creative and all
[71:44.52]  this so one is simple path to wealth by
[71:49.26]  J.L Collins I don't ignore the data that
[71:52.38]  money is something that often gets in
[71:54.24]  the way of our happiness you know so
[71:55.92]  many smart people that just have not
[71:58.14]  figured out the whole like managing
[72:00.06]  their finances thing and this book will
[72:02.22]  cover all of your Basics it's very easy
[72:04.38]  to read it's got an audiobook that he
[72:06.60]  does he marries himself simple past
[72:09.00]  wealth Dale Collins he's fantastic
[72:12.18]  what's a recent movie oh wait wait
[72:14.94]  there's more oh there's there's one more
[72:17.04]  oh let's do it happiness which is atomic
[72:20.10]  Habits by James clear it is if you ever
[72:23.04]  want to change something yourself or
[72:24.24]  something like not quite working for you
[72:25.64]  this guy will give you a framework to
[72:28.08]  change it guaranteed I really enjoyed
[72:30.54]  that book that guy's killing it he was
[72:32.46]  on Tim Ferriss he had a great interview
[72:33.72]  folks that don't want to read it they
[72:35.40]  can listen to that there's a lot of cool
[72:36.60]  tips there favorite recent movie or TV
[72:39.12]  show unabashedly The Great British
[72:41.88]  baking show I love that show I love the
[72:44.64]  show for like all the reasons everyone
[72:45.72]  loves it shows like heartwarming and
[72:47.40]  like makes you know makes you feel good
[72:48.90]  not lives you but also because it is a
[72:51.30]  competitive show like they're trying to
[72:53.10]  be the best Baker and they're out there
[72:56.10]  helping each other they're like a big
[72:58.32]  family like I've most reality
[73:01.44]  competitive TV shows that I see all of
[73:03.84]  them are like Cutthroat they're
[73:05.10]  sabotaging so I'm just endlessly
[73:07.02]  fascinated also by like the psychology
[73:10.20]  What's Happening Here I want someone to
[73:11.58]  do like a research paper on it like like
[73:13.62]  what gets the bottom of like they're all
[73:15.78]  like helping each other it's wonderful
[73:17.28]  though wonderful to watch interesting I
[73:19.32]  always come back to psychology with you
[73:20.88]  I know I know I feel like I'm just I'm
[73:23.46]  like really really Sinking Deep in there
[73:25.50]  but it's true though it's like very
[73:27.30]  interesting to me so I and I love that
[73:29.40]  show
[73:30.48]  what's a favorite interview question
[73:31.92]  that you like to ask in interviews I
[73:34.98]  love asking about a ship or release that
[73:38.10]  is not cherry-picked by the person
[73:39.96]  you're talking to you can get it in a
[73:41.94]  lot of different ways the things
[73:43.20]  everyone has like a big success story
[73:45.24]  everyone does so it really doesn't
[73:47.04]  actually tell you very much to ask
[73:48.60]  someone like what's a great thing you
[73:50.28]  release because everyone can tell that
[73:51.90]  instead
[73:53.88]  take take that away what's the most
[73:55.80]  recent ship is a really easy one because
[73:57.78]  like recency time but you know there's
[74:00.00]  other things you can do to like kind of
[74:01.32]  take that out like just give specific
[74:02.94]  parameters for a ship that they shared
[74:04.86]  or whatever and and that will allow you
[74:07.56]  to listen more and learn more about
[74:09.24]  their Frameworks versus the you know
[74:11.88]  outcomes because if you're picking a
[74:14.28]  random ship odds are probably wasn't
[74:15.78]  like fantastic so they're going to want
[74:17.52]  to talk more about how they approach
[74:19.26]  getting there and that's what you want
[74:20.34]  to know about to know if they're going
[74:21.60]  to succeed what their Frameworks hardly
[74:23.04]  approach
[74:24.06]  that is cool I've never heard that one
[74:25.62]  that is a really clever idea what are
[74:28.38]  five SAS products that you use it in
[74:31.08]  your day-to-day work can't say amplitude
[74:33.54]  I know right um still learning what
[74:35.88]  which ones we have here um but yeah I'll
[74:38.10]  share I'll just share sort of like the
[74:39.36]  ones that I like like a lot that I've
[74:41.10]  used elsewhere so one is hot jar
[74:43.92]  um hot jar qualaru also work just
